z2,cq,R2_m,R2_se,Epi_m,Epi_se,SR_m,SR_se,SRvar_m,SRvar_se,beta_norm2_m,beta_norm2_se
100.0,0.75,-0.005842043210690484,0.0,-0.0022838889239231836,0.0,-0.04217426446188087,0.0,-0.042190710400267784,0.0,0.002204086923308577,0.0
100.0,0.9,-0.005842043210690484,0.0,-0.0022838889239231836,0.0,-0.04217426446188087,0.0,-0.042190710400267784,0.0,0.002204086923308577,0.0
100.0,0.95,-0.005842043210690484,0.0,-0.0022838889239231836,0.0,-0.04217426446188087,0.0,-0.042190710400267784,0.0,0.0022040869233085772,0.0
100.0,0.98,-0.005842043210690484,0.0,-0.0022838889239231836,0.0,-0.04217426446188087,0.0,-0.042190710400267784,0.0,0.0022040869233085772,0.0
100.0,1.02,-0.005842043210690484,0.0,-0.0022838889239231836,0.0,-0.04217426446188087,0.0,-0.042190710400267784,0.0,0.0022040869233085772,0.0
100.0,1.05,-0.007086253775109297,0.0,-0.0022612628192182006,0.0,-0.03274301266255105,0.0,-0.03274419437363866,0.0,0.0037891625465387236,0.0
100.0,1.1,-0.007139395304560647,0.0,-0.002287178019618197,0.0,-0.03307550544453155,0.0,-0.03307706147809375,0.0,0.003793996840521515,0.0
100.0,1.25,-0.007139395304560647,0.0,-0.002287178019618197,0.0,-0.03307550544453155,0.0,-0.03307706147809375,0.0,0.0037939968405215144,0.0
100.0,1.5,-0.006887374055325912,0.0,-0.0021410511515081395,0.0,-0.0310574778796079,0.0,-0.031056927112618787,0.0,0.003778486631509083,0.0
100.0,2.0,-0.006346806944004912,0.0,-0.001739535509277733,0.0,-0.024755664865017665,0.0,-0.024750869296705526,0.0,0.003942722815929663,0.0
100.0,3.0,-0.012550640740834451,0.0,-0.00399257743192749,0.0,-0.043476077991802524,0.0,-0.04349546085235384,0.0,0.006608721336376212,0.0
100.0,5.0,-0.016161530884919673,0.0,-0.0054087612122229595,0.0,-0.05355535395214557,0.0,-0.05360549978163343,0.0,0.008252161891761029,0.0
100.0,7.0,-0.014245399889351695,0.0,-0.0041544861870649345,0.0,-0.040257639954485336,0.0,-0.04027015179816191,0.0,0.00845974087619777,0.0
100.0,10.0,-0.014462009899222972,0.0,-0.003702074937730035,0.0,-0.03328818707409769,0.0,-0.03328998830444832,0.0,0.009180158335983383,0.0
